,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11,NMF_12,NMF_13,NMF_14,NMF_15,NMF_16,NMF_17,NMF_18
UST,0.0,0.21090829609372447,0.0,0.0,0.0,0.06714949134268029,0.0,0.0,0.1426237286227785,0.0,0.10985254122818165,0.1921280323862835,0.05269319356432519,0.0,0.13703692795713962,0.004729076116509729,0.0,0.04223837986897514,0.00026904687988480016
PLEKHG1,0.007904809184740035,0.00442970720112482,0.10495928046073956,0.0,0.11082148545080045,0.03727058926455799,0.0,0.0,0.016631325950291192,0.0,0.11954907682120135,0.0,0.08460344730137777,0.0,0.48616075921231666,0.10159576799006577,0.058803631228026496,0.0,0.0
AKAP12,0.05471468354727417,0.07021279115185493,0.0,0.13247263543245488,0.23820903855260495,0.36618032508378534,0.11659451893450197,0.0,0.0,0.0,0.10830402292157665,0.016287553843170564,0.036818670736081555,0.0024816484183654763,0.2835715323622541,0.0,0.18932414218682803,0.060643668843262395,0.0
VIP,0.0,0.0,0.0,0.0,0.0,0.0,0.21435989889995535,0.0,0.00032935621696494075,0.0008780260770941236,0.0,0.0,0.0002075660595457018,0.0,0.0012087526802514637,0.0,0.00533736292471563,0.0,0.0
IPCEF1,0.0,0.0,0.006599553629541849,0.05164604352136908,0.022787935428757632,0.2926810217164247,0.0,0.0009351472780280256,0.42045337983260817,0.0,0.2604353997317179,0.011445418454786483,0.0,0.0,0.0,0.03998021488939306,0.24366993280019436,0.10103118930611311,0.0
SYTL3,0.014652326670620164,0.0,0.0,0.0,0.014531663841401265,0.020400603782639457,0.004167121127341397,0.003494786758572841,0.12133829138055058,0.0,0.003841078055635051,0.006994200690554759,0.0010814735460464543,0.0033521795574121523,0.0023958481377915897,0.005916651996906279,0.0064527457610700405,0.0008387888417261296,0.0
SMOC2,0.04009626206315496,0.002602015336461396,0.0,0.0006229272835093367,0.0,0.0,0.04648996345135103,0.0,0.0,0.0,0.0,0.006632044843058295,0.0,0.0,0.07079570086338174,0.0004929371927914034,0.0002714831884787898,0.0,0.0
CARD11,0.0018843151669765195,8.191945095996119e-05,0.0,0.0,0.0,0.0,0.006322008213860782,0.0,0.12694538730928698,0.0,0.0,0.003880451164394338,0.0,0.0,0.0,0.0008757415372515234,0.0,0.006173772498056648,0.0
SDK1,0.8032341828134621,0.07054756356348033,0.0,0.0,0.04386101453094986,0.0,0.8665047793882347,0.0,0.3775599763477741,0.0,0.0,0.0,0.014147646634939674,0.0,0.13291654631650576,0.0,0.7495983094693203,0.14734174981209694,0.0
MMD2,0.01111189434981347,0.11552833572259377,0.0,0.0,0.04203194355966496,0.02607646399061695,0.1076236167202656,0.0,0.0,0.0,0.0,0.030811996006586077,0.06252131028421298,0.007428689125053385,0.0,0.0,0.05691984696769021,0.01565190244732293,0.0
NXPH1,1.2229006821191295,0.3997567185136325,0.0,0.0,0.0,0.0,0.2139773522985533,0.0,0.0,0.0,0.0,0.9681330148199102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004852.2,0.0,0.3236215425086868,0.0,0.0,0.0,0.0,0.02328508659920019,0.0,0.0,0.0,0.0,0.01300729554394875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THSD7A,0.49659333507126524,0.11444891131308084,0.0,0.0,0.10916935627871278,0.0,1.0654414031711128,0.0,0.0,0.0,0.0,0.35812043645675623,0.08741854671020513,0.0,0.3361350131275261,0.0,0.5276368986412822,0.0,0.0
SCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20165029457268696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011287.1,0.0,0.0,0.0,0.0,0.22349591062310062,1.0140707833896323,0.0,0.0,0.0,0.0,0.04568536134458748,0.0,0.0,0.0,0.0,0.0,1.5070785162776277,0.1278589468287703,0.0
AGMO,0.0,0.049892308882331184,0.04519832648072161,0.0,0.0,0.0,0.0024790722382988083,0.002652879473798442,0.0,0.10556248228823698,0.0,0.0,0.003573305369303372,0.0,0.0,0.11157951773730078,0.0007270150019233575,0.0,0.09984061893363222
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008023838935729807,0.0,0.0,0.0,0.0,0.0002611533818451851,0.014295961477615981,0.0,0.0,0.0,0.0
FAM126A,0.0,0.013524667053256485,0.046492349693704305,0.0,0.011044979049854887,0.05562987883453974,0.07117832867699465,0.0,0.07760892320030029,1.0738270451339675,0.01574107841467784,0.0,0.013183383526694065,0.0,0.11513658057969223,0.2488918370258777,0.0,0.013765054553782215,0.030036805639281978
GPNMB,0.0,0.09992940057766167,0.0,0.0,0.015543917840159075,0.0,0.0,0.0,0.02634863542820239,0.0,0.0,0.0,0.0,0.0005907081960233096,0.006593371816795169,0.0023941894831247842,0.0,0.0,0.0
NPY,0.0,0.0007069420048639731,4.394214473878725e-06,0.0018224896332400308,0.0,0.0,0.0005538347084586923,0.0,0.0,0.007905119531781052,0.0,0.01664640535641982,9.489076918452316e-05,0.0003657746700875355,0.011834251267345984,0.0,0.0,0.001630407637131499,0.0
CPVL,0.0,0.0,0.002860380849819152,0.0,0.019038100586919876,0.0,0.0,0.0,0.18910165487739564,0.0,0.010838802173805409,0.00012866803421572904,0.0012231467058934798,0.004725009190223777,0.018084586258278263,0.011157901683004172,0.01302786636210518,0.00880183600155818,0.0005046152713082529
AQP1,0.0,0.0,0.0,0.0,0.03152416600656464,0.004593943799699183,0.0,0.0010143129810047382,0.0,0.0,0.0019432747720275556,0.0,0.011134647818874775,0.01076774994860658,0.020353288693954426,0.009173746731430073,0.010135488659582432,0.0018573890967511506,0.0
NPSR1,0.0013213489319717354,0.0009516400368740003,0.0001518462934127598,0.0,0.02553320198064619,0.0,0.014615796509386334,0.0,0.0,0.0,0.002585041489355242,0.005299622296058952,7.53423622099981e-05,0.0,0.001476321643060863,0.003295290897149462,0.0,0.006468416677910979,0.0
SEPT7,0.0,0.0,0.0,0.0,1.43003648160317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014236633561436904,0.03690520648144598,0.12194742356671652,1.313268398525309,0.0,0.0,0.0
ANLN,0.0,0.0,0.34437280008166843,0.0,0.0,0.0,0.0,0.0,0.0,0.3669083325296959,0.0,0.007682321252121646,0.0,0.0,0.0,0.44624354824309814,0.0,0.0,0.615827534685632
AOAH,0.013375932138765761,0.013974689497640705,0.05299295331928359,0.0,0.023779740398444695,0.025789372500062205,0.008537719921821714,0.0,0.4497209326372157,0.19122328498769622,0.009220840549155871,0.002630700597382913,0.0,0.0017891770098817379,0.0,0.09035747516267097,0.058895891829688636,0.004413055544863207,0.0
GLI3,0.052813804324137924,0.0,0.0,0.0,0.01486944901513025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14795995036223789,0.0,0.05438682995016218,0.0,0.0,0.0,0.0
AEBP1,0.0,0.001379881906044589,0.0,0.0,0.06628940052544674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022040365084888536,0.001435419615236574,0.04472633251494593,0.005692405616326471,0.0,0.0,0.0
IGFBP3,0.0026622978028701108,0.0,0.0,0.0,0.007770143007416218,0.006137377181619443,0.030695901465626403,0.0003422187988511768,0.0,0.0,0.0012808154193161786,0.0,0.0,0.003017932896919031,0.06753125878274141,0.0,0.009056370961285313,0.002412772070151861,0.0
TNS3,0.0,0.14319342808162838,0.0,0.0,0.02894014130703554,0.0,0.057895956454143235,0.0,0.29253838976614654,0.0,0.0006014704959812032,0.003999153212368712,0.07542422168140102,0.0,0.04715103277967606,0.0003280750400335206,0.010465620380070163,0.0,0.0
ABCA13,0.00015257040483631243,0.000880446979046948,0.00010244878723583112,0.001671571916592394,0.006473131535660041,0.00019086232684841525,0.0017121247224834233,0.00027536938699072367,0.0005506115293820102,0.0010876178462171024,0.0003131086082921748,0.0002722466558260715,0.00035873488003660824,0.00023223887937778615,0.0015421061808779258,0.001548161339400199,0.0009284463696282614,0.00036919942663231754,0.0
IKZF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31212502075317655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01445,0.0,0.0,0.09748727519119986,0.0,0.0,0.002110765373867859,0.0,0.014364701953751783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007470839618711595,0.0,0.0,0.05914073453310079
EGFR,0.06032851717080206,0.12136016024190922,0.0,0.0,0.0,0.0,0.9320790404637758,0.0,0.0,0.0,0.0,0.0,0.10929078387280086,0.0,0.2949171099946668,0.0,0.0,0.0,0.0
LAT2,0.0009473496953054333,0.0,0.0,0.0,0.028328964770139325,0.004410347855162212,0.004104912348745261,0.0,0.10605550354615563,0.0,0.002080574780753674,0.0034457032924761224,0.0,0.0029032772035932197,0.0,0.0043186192333593346,0.005897362607851834,0.0009439932050516945,0.00039330882840927654
NCF1,0.0,0.0,0.0,0.0,0.00018616284746446527,0.0,0.0,0.0,0.02754778364568631,0.0,0.0,0.0,0.0,0.002377871709320399,0.00098999511737295,0.0013821522467258108,0.0,0.0,0.0
HIP1,0.0,0.23026604337475856,0.31885998871997867,0.07947684284368299,0.0,0.0,0.08281671058377515,0.0,0.0,1.580273163220941,0.0,0.0,0.014947388905240574,0.017258675982241557,0.16591258791785907,0.5828347734297867,0.0,0.0,0.25222276228489093
HSPB1,0.0,0.007983075946890062,0.0,0.023872274992244532,0.12322899288049277,0.022621694545182158,0.0,0.0,0.01719530836818597,0.0,0.0,0.0,0.02936551657007793,0.02153556339121962,0.14905807046850247,0.0243008031440756,0.023781455373997822,0.0,0.008744945702485575
FGL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182529891830821,0.0,0.0,0.0006973250496561592,0.0,0.0008211499516080067,0.01795471529329156,0.0012869579631780204,0.0,0.0,0.0
CD36,0.006420987882987304,0.001031431085893082,0.008810591953785689,0.0,0.02104972682992414,0.01538698701310599,0.08374755315770535,0.0014989043989540945,0.00019441363857833962,0.001621353488228914,0.0055952282417810265,0.010753187606384723,0.0,0.0,0.004418472335794899,0.011988270578624663,0.011639009057943213,0.014868884804039119,0.0023355682542396264
SEMA3C,0.0,0.0,0.16422489678009847,0.0,0.1241860555220336,0.0,0.052597892102409,0.0,0.0,0.27397386238109916,0.0,0.0,0.0,0.0011688043576372038,0.021304587989871983,0.1800289368127481,0.41661236313356,0.011197843216009107,0.03207465155996088
SEMA3E,0.0,0.11781200133139902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027460252741940583,0.0,0.0,0.0,0.021385626712868026,0.0,0.0,0.16883710997640236,0.0
ABCB1,0.015642661711788314,0.0,0.0,0.0,0.0,0.031692861559962995,0.010379796414566511,0.0051744113952785584,0.0,0.0,0.01176913041544778,0.00644418628806664,0.0,0.0,0.6800015758360278,0.0,0.0641057395319723,0.013496583775922453,0.0
STEAP4,0.0018359060391117395,0.0004317380976822652,0.0,0.0,0.00590912114829602,0.004304847866451042,0.0024545454519141656,0.0,0.0010472310523463677,0.0,0.0008386563217858086,0.0,0.000916252437557182,0.0022039346404091648,0.025874802973995133,0.006060361814663431,0.0015643139150076364,0.00027470615834334033,0.0005925010318898512
ZNF804B,0.23359137559399348,0.0,0.0,0.0,0.30216165416792673,1.1870608725853853,0.4243442311298458,0.0,0.0,0.0,0.10304037009756264,0.0,0.01368594273132415,0.002661858769272664,0.0,0.0,0.36393138049381135,0.18616974413778042,0.0
SAMD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029106256990730647,0.0,0.0,0.0045703765007363,0.0,0.00019328427370719756,0.038538703105772655,0.0,0.0,0.00022412605973836476,0.0
SAMD9L,0.0,0.0,0.0,0.0,0.008282943247816834,0.0,0.0,0.0,0.07766806951012402,0.0,0.0,0.0,0.009331507910374284,0.0,0.08555288132738648,0.0,0.0,0.0,0.0
CALCR,0.0003352945145145322,0.0,0.0,0.0,0.0,0.0,0.00554749250053423,0.0,0.019324322683709108,0.0,0.0,0.0011084148966088315,0.0,0.0,0.0,0.0,0.0,4.7562760299702575e-06,0.0
GNG11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005931783545588864,0.19284375884605845,0.0,0.0,0.0,0.0
AC002074.1,0.0,0.0002506539908835312,0.0,0.0,0.00254625710881395,0.0007162602172119524,0.0,0.0,0.0,0.0,0.0,0.0,0.000559322165917685,0.00021791756295703598,0.021512180760292772,0.0006534398364513826,0.0,0.0,0.000557019191811949
COL1A2,0.0,4.431257325658766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.988924480576355e-05,0.0030501961486294237,0.1319756206685104,0.002418672648086885,0.0,0.0,0.0008660675330301945
AC002429.2,0.012815370006530156,0.015814955618807316,0.0,0.0,0.0,0.0622357984131479,0.012932180485058514,0.0052909712941620335,0.0,0.04385869509565689,0.017508172750538512,0.007200612100593825,0.14971072663242255,0.0,0.0,0.03417443214222919,0.026026468002728502,0.00792295655062968,0.0019446744985226986
PDK4,0.0,0.018834537181038905,0.02332421333220624,0.0,0.0,0.0,0.0,0.0,0.04539011309365092,0.0,0.0,0.0,0.03621102373738092,0.008397677165874149,0.1396065711319404,0.151521085365192,0.0,0.0,0.1992953329605452
DLX6.AS1,0.022931640058589903,0.0,0.0,0.0,0.1092259614135969,0.0,0.12163425231692541,0.0,0.0,0.0,0.0,0.0,0.0,0.02682879840211154,0.0,0.0,0.0,0.0,0.0
SERPINE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032487944142536584,0.0,0.0,0.0,0.0,0.0041797291106337115,0.044800396635092,0.0,0.004048467313030487,0.0,0.0
RELN,0.0,0.0,0.0,0.0,0.0,0.0,0.6046422312314248,0.0,0.0,0.0,0.0,0.27086258633420646,0.0,0.0,0.0,0.022898248481017732,0.0,0.0,0.16429924512406816
LHFPL3,0.08103522010132591,0.6108725508391599,0.0,0.0,0.005123807621041026,0.0,0.19211356742209326,0.0,0.0,0.0,0.0,0.594157209281157,0.0,0.008921659348687263,0.0,0.02737606950915995,0.0,0.02794814227970672,0.028616171932473778
NAMPT,0.03547960215149568,0.009178130865688895,0.007381792744930523,0.005787733561509213,0.07374517232606627,0.0682966934682422,0.09724987232735859,0.011194524726392999,0.054269102200098326,0.056005541476942824,0.033851307402746514,0.01893344419823731,0.006780303652480537,0.0026605970436582582,0.4613033068764682,0.043290537499740184,0.08376134397838007,0.016234096811206373,0.017399767772296945
PIK3CG,0.0,0.0,0.0,0.0,0.0007225134233659142,0.019075200362876955,0.0,0.0,0.06580954216241039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001468407725417293,0.0
SLC26A3,0.0,0.0028394420649867184,0.0,0.0,0.3965437250545797,0.0,0.0,0.0,0.006205573090462162,0.0,0.0,0.0,0.005864371609956659,0.10515205687915068,0.03075994264165137,0.11858432949879608,0.0,0.0,0.0002211457697166272
FOXP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4288791094792288,0.0,0.5766238499062074,0.0,0.0,0.0,0.1093777984310534,0.0,0.0,0.20509166497624004,0.0
TFEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277690263316142,0.0,0.00840448304513738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02476,0.0011951082150541317,0.0002712456775700969,0.0012670249583832352,0.0007527133357575027,0.0038752988327136755,0.0007421862269378132,0.0003682947016138635,0.0005750479465828269,0.006618443233263784,0.001711364961566673,0.0008558358750333535,5.228289065618104e-05,0.0002236643962088509,0.0,0.0,0.0010878432632012603,0.002273400855094626,0.00024424949367354105,0.0
CPED1,0.05681135974023584,0.0,0.0,0.0,0.0,0.0,0.0171430705726262,0.0,0.32742500866636076,0.0,0.0,0.0,0.008295779989986273,0.0,0.06233070027289493,0.0,0.0,0.0002739686765736857,0.0
PTPRZ1,0.15980588040413846,0.5038957483795915,0.0,0.0,0.16658079119557606,0.05159353407078657,0.17381163097623645,0.0,0.0,0.0,0.07122579772740743,0.07953343627738152,0.21980073176691067,0.0,0.0,0.0,0.009637398666180557,0.0012004762223972337,0.0
AC015983.2,0.0,0.00839835261121064,0.03744502713559616,0.009277182859332149,0.0,0.0,0.0,0.0,0.0,0.11658015273985729,0.0,0.0,0.034160600572934754,0.0,0.0,0.0,0.0,0.0,0.07208586185034255
AC004690.2,0.0,0.0,0.21668767546769488,0.0,0.0,0.0,0.0,0.0,0.0,0.1222466157433097,0.0,0.0,0.0,0.0,0.0,0.1607924228086327,0.0,0.0,0.0
GRM8,0.3432027261164812,0.03040216900318636,0.0,0.0,0.0,0.6594178276525413,0.08059535405940808,0.0,0.0,0.000573864941082213,0.1884710304351574,0.04655915558872165,0.0,0.0,0.16373663673593697,0.004496779335125716,0.0,0.1304844207630703,0.0
HILPDA,0.0012785399400449529,1.4125914098959525e-05,0.0,0.005876365481154464,0.026232808619354616,0.0074996434110056,0.0,0.0,0.00021683047348940813,0.0,0.0018336906010570375,0.0,0.01394268889233831,0.0,0.06254546426727886,0.01341941654109915,0.003654468031468856,0.0008693396920543332,0.002517139311702754
PODXL,0.0,0.003131094851608504,0.0,0.0,0.0,0.08237092885595905,0.00811200247153872,0.005767840403272126,0.0,0.0,0.0,0.0,0.0,0.0,0.3654279172982191,0.0,0.04355151018847427,0.004139912968458666,0.0
CALD1,0.0,0.06658710217752373,0.12443973330678708,0.023072302352864865,0.3071545450147976,0.18971337063973479,0.16393803562369988,0.0,0.0,0.26907688774397986,0.061019275633344285,0.0987519551186024,0.01990470476957089,0.010341761413143346,0.4346933755421167,0.4701829783161912,0.04261837602846623,0.042319125396991494,0.17584482188322925
AC024084.1,0.00021371003569340297,0.0,0.0,0.0,0.0022184433360080773,5.5140703020539174e-05,0.0,0.0,0.029498142175766306,0.0,0.0,0.0,0.00011774091568719757,0.0,0.0,0.0,0.0,0.0,0.0
AC078845.1,0.0,0.0004929056104702102,0.0,0.0006825742896223591,0.0037938826616038825,0.0,0.0,0.0,0.04836474410254367,0.0,9.617216000096943e-06,0.0012582157681838633,0.0006076514990574967,0.0,0.0006659028256236041,0.0,0.0,0.001635431803931252,0.0
ZC3HAV1,0.0,0.03349748242465648,0.0,0.0,0.02702707351128058,0.004035282123277401,0.01537178987749179,0.0,0.12264415425229672,0.0,0.0009504773547484042,0.0010063529576867405,0.00826267938402072,0.0018809251924210182,0.1405693765809125,0.0,0.0011646856884725615,0.0,0.0
TBXAS1,0.0,0.0,0.0052673625966875555,0.0,0.0,0.0,0.0007080401611234165,0.0,0.5331527295423283,0.02064654768973912,0.0,0.0,0.004860678259280289,0.0024897305539747635,0.0,0.014815320102769952,0.0,0.0,0.0
CLEC5A,0.0,5.321452668661005e-05,0.0,0.0,0.0010894520382026681,0.0,0.0,0.0,0.0380188878860936,0.0,0.0,0.0,0.0004218787090137443,0.0,0.0010313412747836063,0.00024306845767615193,0.0,0.0,0.0
GIMAP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05410077202913878,0.0,0.0,0.0,0.0,0.0,0.08907539153787619,0.0,0.0,0.0,0.0
GIMAP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006632789596732358,0.0,0.0,0.0,0.0,0.0003081692608058251,0.16024031820054818,0.0,0.0,0.0,0.0
SHOX,0.00025917083344172815,1.6722528061191355e-05,0.0004237077847475437,0.0,0.0022255928831578396,0.000977192784418719,0.0004875132304782719,0.0,0.00011848987576469213,0.0,0.00018728690410846599,0.00027236479781007173,0.00013601405294948166,0.0005763710329329974,0.006047208725222474,0.0013831903848540476,0.0006533625271337051,0.00013504379446514723,0.00018099275233866884
CSF2RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19914968482068687,0.0,0.0,0.0,0.0,0.005474782235461349,0.0,0.0,0.0,0.0,0.0
ANOS1,0.1188801882102423,0.012973086358322238,0.0,0.0,0.010507536510162785,0.022196691900271823,0.03167631506074015,0.0,0.17804598309998798,0.0,0.0,0.03487067677420917,0.052140000772244524,0.0,0.0,0.0025894780174358545,0.0,0.010844465962495088,0.0
AC073529.1,0.0282272912602936,0.00598737572469869,0.031230158748229164,0.0,0.04296703857746205,0.012529355311674407,0.03899974772025165,0.011545205371814353,0.018596836996011345,0.15866645690908823,0.010422273089432813,0.01417700347555999,0.013259328664005433,0.0,0.003158662388018217,0.044630785583354024,0.0026187373678356603,0.003823905068126784,0.010923360014708308
ARHGAP6,0.10213856857782651,0.053454294775782535,0.0,0.0,0.025301970011302747,0.0,0.021201291613381572,0.0,0.28580367838858783,0.0,0.0,0.1719146613489756,0.0018341428433835967,0.005539674490787687,0.16071808922381509,0.00461609165835151,0.06986692173410716,0.02285349975617354,0.0
TLR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047466255589087014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCHD1.AS,0.0,0.0,0.0,0.0,1.2316931463568193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296467628211951,0.0,0.0,0.0017364687495819522,0.0,0.009544487833320861,0.0
SAT1,0.19001320467403798,0.04195404461533028,0.0,0.0,0.21189109717973373,0.11319896188285518,0.0,0.0,0.2998968807329768,0.0,0.02362600335837589,0.03057159878583093,0.03918524111086576,0.014416320687735084,0.3754123266141228,0.020705150563040727,0.0719412950156633,0.010596705620526501,0.0
CXorf21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04378811307002207,0.0,0.00026972050002220733,6.766271738648597e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP47,0.0,0.0,0.0,0.0,0.09867218533103186,0.0,0.00038982810238783437,0.009042617384571893,0.0,0.0,0.0,0.005770549918698125,0.03635888503443833,0.0,0.008907173364746513,0.005283304418487963,0.00017211831630139653,0.0,0.0
GPR34,0.0,0.0007358257010096423,0.0,0.0,0.004851471493118154,0.0,0.0,0.0,0.09887466929185952,0.0,0.0,0.00042057171103875637,0.0,0.0,0.0,0.00042861759651659145,0.0,0.0,0.0
CXorf36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015745628038297925,0.15267219687852096,0.059434710161904894,0.0,0.0,0.0
AC136489.1,0.0,0.0,0.008334903613394343,0.0,0.0,0.0038309269923566644,0.0,0.0006199741240218776,0.0,0.05689997594810942,0.0009199353330824887,0.0,0.0,0.0,0.0058837008056109846,0.0455274608789032,0.0,0.0005551586112830894,0.010320272899838924
TIMP1,0.0,0.00576816625472946,0.0,0.0,0.0,0.0,0.0,0.0,0.0008317690633625611,0.0,0.0,0.0,0.0017393093281838313,0.023024367795644526,0.10114446910699725,0.008509219989742429,0.0,0.0,0.0
MSN,0.0,0.005677750864592456,0.008330556710663769,0.0,0.006421158421946386,0.0,0.024259729850945575,0.0032240866777433624,0.14072247389901746,0.013162541240155798,0.0,0.0,0.014398627468244437,0.004664865861071303,0.2269257415862424,0.024653154553923275,0.0,0.0,0.007322697342764092
AL034397.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09413476803489779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSIG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1131736482507812,0.0,0.0,0.0,0.0,0.0004385840506731274,0.0,0.0,0.0,0.0,0.0
OPHN1,0.13338941212664565,0.33635505755820594,0.02437653165030961,0.0,0.2762497027084417,0.335592695214477,0.30290632890900787,0.0015343946455115608,0.0468125176423496,0.1884020044217824,0.1600323159438093,0.044568868192642025,0.1941984183024019,0.0,0.11595529461655502,0.061520931905851596,0.35770724972204565,0.07564548393037196,0.013868351318033535
EDA,0.0,0.024143042838226728,0.021607099319324422,0.0,0.05128164347164226,0.028069962643275204,0.0179129567610499,0.0,0.1651107527196043,0.3351366613207285,0.020704944176526578,0.012023910311203263,0.017435643721301592,0.0,0.03088017322606804,0.07914137020905937,0.028477302600309617,0.028635026023469047,0.1690917412697264
AC233296.1,0.18301757765812485,0.09148672029579742,0.19869162646292038,0.0,0.11487780323990716,0.008450392765053598,0.7281032183387265,0.0,0.0,0.46664662859781086,0.0457697113694276,0.12383722882250135,0.0,0.00309892113055861,0.035878871584800055,0.19307069910614538,0.03152436152593402,0.007771499450714165,0.0
CYSLTR1,0.0008629457149898806,0.00041340868501661503,0.0,0.0,0.0,0.0011269012377874094,0.0,0.0014115928041047408,0.03908593067376643,0.0,0.0008198279014462603,0.0015388468722433337,0.0,0.0,0.023811324644188753,0.0,0.002110452031432393,0.002199812846076064,0.0
ITM2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12391006420651905,0.0065124631765661875,0.0,0.0,0.0007786617778034433,0.27621675219649416,0.020311948712125563,0.005106582923601785,0.00012632318186700785,0.0
KLHL4,0.0,0.0357786503718697,0.20374213014292197,0.0,0.12209909207850334,0.06131288053704253,0.0,0.0,0.0,1.2662507428111063,0.07344892801128897,0.0,0.0,0.004133090885478702,0.0,0.3762974982474575,0.3362719883787757,0.030200435858910076,0.1660555635218657
PCDH11X,0.09192965439271893,0.09267583867513496,0.0,0.0,0.0,0.0,0.2908605919367192,0.0,0.0,0.0,0.2925548549465938,0.7010120531311866,0.0,0.0,0.02021156152538487,0.0013454527433922757,0.21139630807852033,0.15714311035466016,0.0
PLP1,0.0,0.0024518623771648154,0.2581418552509628,0.10801068756408501,0.0,0.0,0.0,0.0523812522251539,0.0029928989160440444,3.4291460942484293,0.0,0.009253532679006854,0.0,0.008664146442983165,0.0,1.4405242955918396,0.0,0.0,0.4239226349233931
IL1RAPL2,0.0,0.0,0.0,0.0,0.06579124117983258,0.0,0.44995193746570095,0.0,0.0,0.0,0.7937873393545128,0.0,0.0,0.0,0.0,0.0,0.0,0.0412279537933281,0.0
XACT,0.0,0.01123544152561138,0.0,0.0,0.0,0.0,0.11290920240606539,0.005236065862513593,0.16365720121731797,0.0,0.0,0.015791831608620653,0.0,0.0,0.0,0.0,0.0,0.003811628668581309,0.0
HTR2C,0.0,0.017167366500202872,0.0,0.0,0.0,0.0,0.2599233755872791,0.0,0.00011873782844693601,0.0,0.0,0.0670591327455211,0.0,0.0017929214132816884,0.008377208465730276,0.019091958506350214,0.0,0.04113946350092192,0.0
KLHL13,0.11259795383984045,0.0720459593924424,0.0,0.0,0.030493081865007612,0.0,0.13581550192005207,0.0,0.0,0.10789588780717957,0.0033549250212008873,0.041572436159851046,0.009534148165075983,0.0,0.031257270193468085,0.05726116970385319,0.00905158511335704,0.01725689524799995,0.03281463587985472
IL13RA1,0.0,0.0,0.0035268634151381837,0.0,0.0,0.0,0.0,0.0017042381956352695,0.22583937207169832,0.004299471036299114,0.0,0.0,0.0010091826729614404,0.0,0.14800213533814688,0.0071269880881300015,0.0,0.0,0.0
TENM1,0.6757071815072155,0.15390401037109622,0.0,0.0,0.19382950372669597,0.0670730833865295,0.11942482025847813,0.0,0.0,0.0,0.039049624924304,0.46405730239457393,0.0,0.0,0.0,0.0,0.0,0.0988291936544165,0.0
AL034405.1,0.0014527041970402515,0.0,0.03865945061130257,0.0,0.01768147313027169,0.006810468775779306,0.0032619346070689097,0.00577368227839526,0.0,0.5145693625720591,0.001326952528778069,0.0013551964122935287,0.0007120838479901917,0.0,0.003939491821140937,0.07178400034874945,0.005721704702360755,0.0009111454171068272,0.005059192038221346
