,0
0,0.15690190082040487
1,0.08399381262038519
2,-0.14884772088184312
3,-0.016978581357039745
4,-0.07567430647846302
5,0.034070726754852405
6,-0.327135350125347
7,0.25294633883491024
8,-0.10410067362830794
9,-0.17285916533979562
10,-0.44649155955561215
11,-0.12339886849861437
12,-0.2813027042572986
13,0.07445389116192333
14,-0.21231261291984369
15,-0.26832679447626084
16,0.11673059280493195
17,0.06570495468047083
18,0.038973390198383084
19,0.9999999999999999
