,NMF0,NMF1,NMF2,NMF3,NMF4,NMF5,NMF6,NMF7,NMF8,NMF9,NMF10,NMF11,NMF12,NMF13,NMF14,NMF15,NMF16,NMF17,NMF18,NMF19
0,0.003331118601260323,0.2407151667992804,0.0,0.01115286378514303,0.09272738489298259,0.0,0.026791373087067777,0.06134669975271934,0.025717953208857877,0.0005222217544159343,0.0134367606755809,5.6255690061116195e-05,0.4858606151229889,0.003236509580395774,0.08664530593429699,0.006395429516404087,0.007148202519167082,0.01675523515867028,0.16678988931970207,0.01812889518154276
1,0.0014497062124379655,0.1830075588308861,0.014553750663992704,0.016532777643792004,0.02799795260258181,0.0,0.0,0.13803268698248014,0.0,0.001545774210898953,5.7351223387546464e-05,0.006590466421501678,0.223455848844774,0.007096865945709038,0.0,0.02547479156378647,0.014277037822926662,0.0,0.043844866923119646,0.26718380370292055
2,0.003003184437314908,0.07195498136628639,0.012317253134847352,0.006772341688972126,0.03300066882812009,0.02497918212271402,0.04244932772988709,0.13931488605575995,0.015911491512842,0.0007418531214378484,0.002249114259331541,0.008298304971383707,0.5161839750761176,4.114440873412107e-05,0.0,0.00014964932641654577,0.008870616257315616,0.0,0.14578170640675087,0.2271281257942563
3,0.001426916577700107,0.1490278576796523,0.008518713708763864,0.018225084975817426,0.0,0.0,0.029687706390028275,0.07173957124536702,0.023223952124196447,0.0005299301297908398,0.0,0.004452246407205676,0.41633658661508843,0.001119756408603006,0.16808247656840145,0.006319055247595163,0.042908637839081935,0.02081065923308774,0.0992538843340612,0.15112358803350495
4,0.0024780457339745664,0.15718920156549027,0.013456759630310466,0.0,0.0,0.011500882505199784,0.0018946877565427713,0.13558122564970468,0.012336491170918203,0.0002852762897639164,0.0,0.004026905832544474,0.30027467800281565,0.0007581397231625696,0.017954596402759936,0.028991270396846316,0.012979596553214554,0.00839910213053441,0.0,0.3624040122497153
5,0.0007080138242629034,0.0,0.002116817012950335,0.0029507028277919725,0.0,0.006255633482258992,0.059650018514580835,0.08840328764973708,0.026300803228487116,0.0006456885488874296,0.02153532724857066,0.0030678804323461097,0.1907822339517353,0.012990626681958562,0.0,0.010507128436898697,0.008212639036539408,0.015608330655804414,0.028347856649978905,0.0
6,0.011258536143247547,0.08194461823405419,0.0036937235721277396,0.01491431823439858,0.0,0.009173089680627378,0.06795867814906323,0.0007152083840445712,0.00793365435498057,0.00027811132255070863,0.011220614571523815,0.0026532286476113214,0.1886765910773751,0.005775374451554243,0.06572583921354952,0.016905274745849956,0.0,0.0020876230681979575,0.0,0.0728270668260348
7,0.0013010629081065905,0.0295727973323681,0.00481100343894074,0.015029435054429264,0.010558393907639197,0.014100493676351206,0.034782195051090196,0.0,0.0,0.0,0.0396363791817221,0.0,0.18978348114375915,0.008017337732837117,0.07729648508472228,0.012416281025010623,0.03050179408046683,0.0,0.024022575991358673,0.13709940079915567
8,0.0,0.058375424296259054,0.0007617081745159732,0.005844785608346189,0.018842189619218255,0.006957225971277789,0.046668647585336155,0.0499458820285793,0.05672678780152387,0.0,0.0,0.0,0.1980091141959204,0.00709094262077819,0.10013271662386597,0.01187939065302721,0.04387800713905611,0.0,0.0,0.05660419910100218
9,0.0067954966417196234,0.08038682551983681,0.0,0.010690031209976757,0.0,0.028792477879201275,0.0028405602967447943,0.019850185755773606,0.0007456252113622742,0.0008059023136312619,0.0,0.0031634403543968825,0.46199489236036984,0.0005094449331829614,0.015534414816183234,0.008788343718637725,0.007309668718864936,0.047124448378592775,0.07863546712128097,0.0
10,0.0024516166424902635,0.1936437714788,0.0005105610157523619,0.05548578436117727,0.0820448929148352,0.0006819586186213826,0.0004165805793934911,0.1209034686362362,0.019388144574560486,0.00047298031625399767,0.0008799168183887915,0.0010598001364505898,0.7032894552978033,0.001260887825159451,0.0,0.0013990046181953165,0.0,0.022059661743762553,0.0,0.0
11,0.003845603540608564,0.14309844086923762,0.006846273671146851,0.0,0.20626333568524646,0.00852488062351839,0.07967170162155403,0.10223578499896717,0.0,1.7377279477609895e-05,0.007686057639667341,7.51840280776836e-05,0.5562514246767339,0.0,0.059191547907470554,0.0,0.01978318158647402,0.01567200388064739,0.020009320739131795,0.1423880407464523
12,0.0,0.24112956928683602,0.007568360035517758,0.01894409050059512,0.0,0.022856382083268005,0.04305058957966778,0.09798956994767616,0.0,0.0,0.005274603305345382,0.014667981159062272,0.3415972101947944,0.0,0.0855466907575537,0.0,0.0,0.00100214285232811,0.19512806142108552,0.0
13,0.0,0.27682679995322035,0.002095314142450652,0.006929096752717412,0.0015592118169143042,0.018821095798117814,0.06231933059959328,0.08087923616564793,0.0,0.00037844371102252255,0.0013349167471615729,0.005832782782549368,0.38249274274624545,0.0020628284676891045,0.0,0.007199351596883354,0.039330911267294294,0.015863412545122167,0.029563276818728224,0.15910809660159733
14,0.0031893631028923133,0.21836795166017514,0.0,0.003587029911414166,0.20698037618633786,0.028973957747578334,0.0,0.1201220452850105,0.0,0.0006859418887519876,0.002021674363861824,0.0,0.07510459442078433,0.003852334940248349,0.2545262422210455,0.000246962337392406,0.0109175128046034,0.003713657809534935,0.0,0.051483489738320905
15,1.1245509839454539e-05,0.004839225022702856,0.006633834611221957,0.0073809134540324985,0.050625387113153286,0.013818363710024708,0.021070214462759865,0.0010092891232686635,0.046307930010786154,0.00010013283611427391,0.0022780427006097344,0.006120043966024447,0.9036286160045307,0.00010178733067626383,0.001578798362281535,0.00021034656301809412,0.022225111453363405,0.009407253952307163,0.014658475619760726,0.04400715544341144
16,0.005710846193992508,0.03567428782583315,0.006363037866338327,0.0,0.02256123468096706,0.009480219885123169,0.03246674700634302,0.0,1.1964521361162107e-05,0.0013982984145847635,0.0007475663739571209,0.0015604647650443277,0.27099599860093326,0.00449971109447242,0.09039310635868768,0.0006313088033432409,0.015770572295380154,0.03590471697903781,0.13959743749393655,0.02715234192992918
17,0.007410696421871465,0.1354008011773778,0.004958081197743046,0.007941484815896733,0.08983728747975457,0.018445902292464417,0.056793530455984224,0.06520693515671296,0.001213284604965806,0.0009768776553322962,0.0,0.005341968812669178,0.0900906771337921,0.0026375665193149734,0.0,0.008950512504045861,0.008730900099089252,0.03350054791626035,0.21116797807638563,0.0
18,0.0009678776513122615,0.050543695944049546,7.676531841341055e-05,0.02504308201316087,0.1998605069035339,0.0,0.027778995175450426,0.03898411282580874,0.009607418958170045,0.0005073502949538914,0.011282234513638113,0.0004662497041677626,0.5533876006552424,0.00536236986165324,0.0,0.0040050276639601486,0.03591115750604046,0.004522236353696853,0.03219666170018334,0.0
19,0.0,0.11278427854347864,0.006517061897579497,0.02081765035899262,0.12072780823649559,0.0065198075774242316,0.009195706577571313,0.006743095730992001,0.02789807375250742,0.00035021597191343636,0.00505278334341986,0.00020170873303555032,0.25529771642532767,0.009347175562399642,0.04668252558552307,0.0,0.03160343872478387,0.016233829821068357,0.042513772606461095,0.056106441761440404
20,0.0,0.029046914936149443,0.0,0.021411590222272906,0.03933247451322096,0.027415213275139703,0.0,0.2113211294878346,0.01013298971903659,0.0005162304645530957,0.003618693641556235,0.0014878455885579084,0.4013041050145251,0.0024683872447467357,0.009898247981675176,0.00147048548177493,0.0027169572537917718,0.023387885781124853,0.006005948635567868,0.27404683387373235
21,0.007664118580618034,0.08374184035567092,0.009393213692006805,0.005722710952824144,0.12293630488766359,0.0,0.012892756287184698,0.16822208869555755,0.0,0.0,0.0,0.010894773914867619,0.4434108164734505,0.007373577490644529,0.0664140856649937,0.0,0.0418823586332049,0.0,0.025317132082966074,0.0
22,0.0014458557006753472,0.4115480817231366,0.0,0.0,0.03937831834578156,0.009313299178446732,0.003256636232947181,0.0,0.032282018253629204,0.0012113186105076172,0.001073901133722184,0.0,0.5058298219878654,0.0,0.09582303067299712,0.009088232502343889,0.01398332580760428,0.0,0.08699010313010683,0.02767156224721456
